,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,avg_ndvi,avg_ndvi_lower,avg_ndvi_upper,avg_reanalysis,avg_reanalysis_lower,avg_reanalysis_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
12,2010-09-24,7.857701592883144,-5.162807481175493,19.704189974607473,7.8429623752578514,7.87295158358415,-0.004720578952384834,-0.004720578952384834,-0.004720578952384834,-0.011974058635654332,-0.011974058635654332,-0.011974058635654332,-0.38553670745331403,-0.38553670745331403,-0.38553670745331403,-0.39751076608896835,-0.39751076608896835,-0.39751076608896835,0.3927901871365835,0.3927901871365835,0.3927901871365835,0.0,0.0,0.0,7.852981013930759
13,2010-10-01,7.842537325460695,-3.215320475970142,20.67540640273785,7.825053335795634,7.860711262782667,0.39894752852601745,0.39894752852601745,0.39894752852601745,-0.024644948954988033,-0.024644948954988033,-0.024644948954988033,-0.6113846910583155,-0.6113846910583155,-0.6113846910583155,-0.6360296400133035,-0.6360296400133035,-0.6360296400133035,1.034977168539321,1.034977168539321,1.034977168539321,0.0,0.0,0.0,8.241484853986712
14,2010-10-08,7.827373058038245,-5.20081155380425,20.292752752905244,7.8054340896809915,7.848141742209405,0.5673375938198941,0.5673375938198941,0.5673375938198941,-0.009682615940261447,-0.009682615940261447,-0.009682615940261447,-1.1581525029844941,-1.1581525029844941,-1.1581525029844941,-1.1678351189247556,-1.1678351189247556,-1.1678351189247556,1.7351727127446497,1.7351727127446497,1.7351727127446497,0.0,0.0,0.0,8.394710651858139
15,2010-10-15,7.812208790615793,-3.246227230714954,22.165531248199834,7.786208820287404,7.8364063105812,2.2836360147110653,2.2836360147110653,2.2836360147110653,-0.014530570175861318,-0.014530570175861318,-0.014530570175861318,-0.6289750764262375,-0.6289750764262375,-0.6289750764262375,-0.6435056466020989,-0.6435056466020989,-0.6435056466020989,2.927141661313164,2.927141661313164,2.927141661313164,0.0,0.0,0.0,10.095844805326859
16,2010-10-22,7.797044523193344,-0.4875791672246187,23.060772764309217,7.768663626843262,7.823469527590061,3.3607232444702286,3.3607232444702286,3.3607232444702286,0.0032452842617226568,0.0032452842617226568,0.0032452842617226568,-0.674102791289874,-0.674102791289874,-0.674102791289874,-0.6708575070281515,-0.6708575070281515,-0.6708575070281515,4.03158075149838,4.03158075149838,4.03158075149838,0.0,0.0,0.0,11.157767767663573
17,2010-10-29,7.781880255770896,-0.9202416719329395,22.921008617962368,7.749691172694883,7.8120316247587,3.2777278131510874,3.2777278131510874,3.2777278131510874,0.005664836337317413,0.005664836337317413,0.005664836337317413,-0.6251010034478416,-0.6251010034478416,-0.6251010034478416,-0.6194361671105242,-0.6194361671105242,-0.6194361671105242,3.897163980261611,3.897163980261611,3.897163980261611,0.0,0.0,0.0,11.059608068921984
18,2010-11-05,7.766715988348446,-3.203213381642018,21.82550872950275,7.731586243639529,7.799272108347188,1.4380180738882231,1.4380180738882231,1.4380180738882231,-0.00253914901891518,-0.00253914901891518,-0.00253914901891518,-0.9354456596342218,-0.9354456596342218,-0.9354456596342218,-0.937984808653137,-0.937984808653137,-0.937984808653137,2.37600288254136,2.37600288254136,2.37600288254136,0.0,0.0,0.0,9.20473406223667
19,2010-11-12,7.751551720925996,-3.9295280832280435,20.09411253654319,7.713389888172066,7.788281876403101,0.46139698775701105,0.46139698775701105,0.46139698775701105,-0.019176540417126325,-0.019176540417126325,-0.019176540417126325,-0.5847897036463711,-0.5847897036463711,-0.5847897036463711,-0.6039662440634973,-0.6039662440634973,-0.6039662440634973,1.0653632318205084,1.0653632318205084,1.0653632318205084,0.0,0.0,0.0,8.212948708683008
20,2010-11-19,7.736387453503546,-2.547623588946652,21.069130899718346,7.6949659095367755,7.776175170245752,1.4641101069666442,1.4641101069666442,1.4641101069666442,0.0073716778187732715,0.0073716778187732715,0.0073716778187732715,-0.439040796354031,-0.439040796354031,-0.439040796354031,-0.43166911853525775,-0.43166911853525775,-0.43166911853525775,1.895779225501902,1.895779225501902,1.895779225501902,0.0,0.0,0.0,9.20049756047019
21,2010-11-26,7.721223186081096,-0.1528069003125399,24.19975363606705,7.67456751394062,7.764961368439425,4.6225688485245024,4.6225688485245024,4.6225688485245024,-0.014136367304562006,-0.014136367304562006,-0.014136367304562006,-0.19172835447597492,-0.19172835447597492,-0.19172835447597492,-0.2058647217805369,-0.2058647217805369,-0.2058647217805369,4.82843357030504,4.82843357030504,4.82843357030504,0.0,0.0,0.0,12.343792034605599
22,2010-12-03,7.7060589186586474,2.73012908783937,27.404424791546177,7.654765334661152,7.752616951006965,6.56142860553071,6.56142860553071,6.56142860553071,0.014258252096067122,0.014258252096067122,0.014258252096067122,-0.81671055840079,-0.81671055840079,-0.81671055840079,-0.8024523063047229,-0.8024523063047229,-0.8024523063047229,7.363880911835432,7.363880911835432,7.363880911835432,0.0,0.0,0.0,14.267487524189358
23,2010-12-10,7.6908946512361975,2.2606109966636887,26.699892059758877,7.635838825153912,7.743624908465942,6.308235106531956,6.308235106531956,6.308235106531956,0.0051930224672982845,0.0051930224672982845,0.0051930224672982845,-0.5228045362117428,-0.5228045362117428,-0.5228045362117428,-0.5176115137444445,-0.5176115137444445,-0.5176115137444445,6.8258466202764,6.8258466202764,6.8258466202764,0.0,0.0,0.0,13.999129757768154
24,2010-12-17,7.675730383813748,-1.5465780231064257,22.4178926729754,7.617241670677087,7.732256319958248,2.7790479993825943,2.7790479993825943,2.7790479993825943,-0.010839794263145021,-0.010839794263145021,-0.010839794263145021,-0.41527283512002916,-0.41527283512002916,-0.41527283512002916,-0.4261126293831742,-0.4261126293831742,-0.4261126293831742,3.2051606287657686,3.2051606287657686,3.2051606287657686,0.0,0.0,0.0,10.454778383196341
25,2010-12-24,7.660566116391299,-5.219569341190915,19.461975252848283,7.59864451620026,7.721614156299911,-0.9006300051910936,-0.9006300051910936,-0.9006300051910936,0.0064511927873492905,0.0064511927873492905,0.0064511927873492905,-0.3485759572666757,-0.3485759572666757,-0.3485759572666757,-0.3421247644793264,-0.3421247644793264,-0.3421247644793264,-0.558505240711767,-0.558505240711767,-0.558505240711767,0.0,0.0,0.0,6.759936111200205
26,2011-01-01,7.643235525051357,-6.259215849447822,20.00096596172075,7.577881037805941,7.708695977050518,-0.8143366426936731,-0.8143366426936731,-0.8143366426936731,-0.004179183562695001,-0.004179183562695001,-0.004179183562695001,0.33022444948903285,0.33022444948903285,0.33022444948903285,0.3260452659263378,0.3260452659263378,0.3260452659263378,-1.140381908620011,-1.140381908620011,-1.140381908620011,0.0,0.0,0.0,6.8288988823576835
27,2011-01-08,7.628071257628907,-3.5027769520572147,22.176452249267367,7.5592838833291145,7.697641812644073,1.607297094279414,1.607297094279414,1.607297094279414,-0.017616761889216435,-0.017616761889216435,-0.017616761889216435,-0.10785990997486408,-0.10785990997486408,-0.10785990997486408,-0.1254766718640805,-0.1254766718640805,-0.1254766718640805,1.7327737661434945,1.7327737661434945,1.7327737661434945,0.0,0.0,0.0,9.23536835190832
28,2011-01-15,7.612906990206458,1.2157024114006982,24.65900532255712,7.539956021577745,7.688164360965292,4.7856757773161425,4.7856757773161425,4.7856757773161425,0.004123553866271596,0.004123553866271596,0.004123553866271596,-0.207015236956213,-0.207015236956213,-0.207015236956213,-0.20289168308994138,-0.20289168308994138,-0.20289168308994138,4.988567460406084,4.988567460406084,4.988567460406084,0.0,0.0,0.0,12.398582767522601
29,2011-01-22,7.597742722784006,1.1840056826269643,26.17857056034385,7.522236714880089,7.679002042357807,6.008813382644103,6.008813382644103,6.008813382644103,-0.004588436819868252,-0.004588436819868252,-0.004588436819868252,-0.16188752209255566,-0.16188752209255566,-0.16188752209255566,-0.1664759589124239,-0.1664759589124239,-0.1664759589124239,6.175289341556527,6.175289341556527,6.175289341556527,0.0,0.0,0.0,13.606556105428108
30,2011-01-29,7.582578455361556,1.23971157426003,26.066500262825866,7.504071835855064,7.668848483553554,5.310521104364304,5.310521104364304,5.310521104364304,0.004106416061457572,0.004106416061457572,0.004106416061457572,0.019042156008891687,0.019042156008891687,0.019042156008891687,0.02314857207034926,0.02314857207034926,0.02314857207034926,5.287372532293955,5.287372532293955,5.287372532293955,0.0,0.0,0.0,12.893099559725862
31,2011-02-05,7.567414187939108,-0.6040807696722751,23.99003255130201,7.484425437300974,7.659678672044075,4.301286523551875,4.301286523551875,4.301286523551875,0.014193567844226502,0.014193567844226502,0.014193567844226502,0.18740727309138117,0.18740727309138117,0.18740727309138117,0.20160084093560768,0.20160084093560768,0.20160084093560768,4.0996856826162675,4.0996856826162675,4.0996856826162675,0.0,0.0,0.0,11.868700711490984
32,2011-02-12,7.552249920516658,-0.8974744023784286,23.608824469009114,7.466472647597518,7.649981564426013,3.8581832720343745,3.8581832720343745,3.8581832720343745,0.00045241303582276417,0.00045241303582276417,0.00045241303582276417,0.031397307594462215,0.031397307594462215,0.031397307594462215,0.03184972063028498,0.03184972063028498,0.03184972063028498,3.8263335514040895,3.8263335514040895,3.8263335514040895,0.0,0.0,0.0,11.410433192551032
33,2011-02-19,7.537085653094209,-0.044607235940449276,24.457125186793824,7.447024219629766,7.6401387471054525,3.7989062166563716,3.7989062166563716,3.7989062166563716,-0.00769301021096746,-0.00769301021096746,-0.00769301021096746,-0.10796461454497899,-0.10796461454497899,-0.10796461454497899,-0.11565762475594646,-0.11565762475594646,-0.11565762475594646,3.9145638414123187,3.9145638414123187,3.9145638414123187,0.0,0.0,0.0,11.33599186975058
34,2011-02-26,7.521921385671759,-1.3494520257916867,24.31713616294767,7.427305934099283,7.630727098567474,3.1936283615269825,3.1936283615269825,3.1936283615269825,0.01640762353334293,0.01640762353334293,0.01640762353334293,0.05882993244677765,0.05882993244677765,0.05882993244677765,0.07523755598012057,0.07523755598012057,0.07523755598012057,3.1183908055468614,3.1183908055468614,3.1183908055468614,0.0,0.0,0.0,10.715549747198741
35,2011-03-05,7.506757118249308,-2.5983332984603376,21.348539693069,7.407882637027035,7.621190927699422,1.2812011808133126,1.2812011808133126,1.2812011808133126,0.0018243953460750507,0.0018243953460750507,0.0018243953460750507,0.03024555615063067,0.03024555615063067,0.03024555615063067,0.032069951496705724,0.032069951496705724,0.032069951496705724,1.2491312293166066,1.2491312293166066,1.2491312293166066,0.0,0.0,0.0,8.78795829906262
36,2011-03-12,7.49159285082686,-6.250406338522834,19.43414566515371,7.388318643520926,7.610254942452283,-0.37577364354551696,-0.37577364354551696,-0.37577364354551696,-0.004162917898671003,-0.004162917898671003,-0.004162917898671003,0.19107193670969477,0.19107193670969477,0.19107193670969477,0.18690901881102376,0.18690901881102376,0.18690901881102376,-0.5626826623565407,-0.5626826623565407,-0.5626826623565407,0.0,0.0,0.0,7.115819207281343
37,2011-03-19,7.47642858340441,-6.0185769028071165,18.667606682716347,7.369286207548666,7.599734926914448,-1.216022789132978,-1.216022789132978,-1.216022789132978,-0.01957482757616914,-0.01957482757616914,-0.01957482757616914,0.03862193018771118,0.03862193018771118,0.03862193018771118,0.01904710261154204,0.01904710261154204,0.01904710261154204,-1.2350698917445202,-1.2350698917445202,-1.2350698917445202,0.0,0.0,0.0,6.260405794271432
38,2011-03-26,7.4612643159819605,-6.5319424335942236,18.997210890060117,7.348625412328305,7.588232724629761,-0.961395133197938,-0.961395133197938,-0.961395133197938,0.01860465579676533,0.01860465579676533,0.01860465579676533,-0.052785250983435034,-0.052785250983435034,-0.052785250983435034,-0.0341805951866697,-0.0341805951866697,-0.0341805951866697,-0.9272145380112683,-0.9272145380112683,-0.9272145380112683,0.0,0.0,0.0,6.499869182784023
39,2011-04-02,7.446100048559511,-4.749597699296517,19.331274380796778,7.32533397114982,7.580568905260984,-0.6162163177768878,-0.6162163177768878,-0.6162163177768878,0.007923142448485635,0.007923142448485635,0.007923142448485635,0.049930035046154245,0.049930035046154245,0.049930035046154245,0.05785317749463988,0.05785317749463988,0.05785317749463988,-0.6740694952715278,-0.6740694952715278,-0.6740694952715278,0.0,0.0,0.0,6.829883730782623
40,2011-04-09,7.430935781137061,-6.301073725823505,17.892688177350866,7.305397605441619,7.570922287946931,-1.1723638192762833,-1.1723638192762833,-1.1723638192762833,-0.0178700258556867,-0.0178700258556867,-0.0178700258556867,-0.058544008056045226,-0.058544008056045226,-0.058544008056045226,-0.07641403391173192,-0.07641403391173192,-0.07641403391173192,-1.0959497853645515,-1.0959497853645515,-1.0959497853645515,0.0,0.0,0.0,6.258571961860778
41,2011-04-16,7.415771513714612,-6.816054916224202,17.688720850073434,7.284306689109704,7.562137444281858,-1.499662202664654,-1.499662202664654,-1.499662202664654,-0.007489324827222522,-0.007489324827222522,-0.007489324827222522,0.33357499903058085,0.33357499903058085,0.33357499903058085,0.3260856742033584,0.3260856742033584,0.3260856742033584,-1.8257478768680124,-1.8257478768680124,-1.8257478768680124,0.0,0.0,0.0,5.916109311049958
42,2011-04-23,7.400607246292162,-6.499431997110901,17.219974920601775,7.264501027637535,7.551654835344505,-1.8123201501576507,-1.8123201501576507,-1.8123201501576507,0.012106835178861903,0.012106835178861903,0.012106835178861903,0.37765566716706905,0.37765566716706905,0.37765566716706905,0.38976250234593096,0.38976250234593096,0.38976250234593096,-2.2020826525035817,-2.2020826525035817,-2.2020826525035817,0.0,0.0,0.0,5.588287096134511
43,2011-04-30,7.385442978869712,-6.484931121199078,18.004581860187688,7.243105444841688,7.541431895299786,-2.039180834682983,-2.039180834682983,-2.039180834682983,-0.004105180272052001,-0.004105180272052001,-0.004105180272052001,0.13076204400919847,0.13076204400919847,0.13076204400919847,0.12665686373714646,0.12665686373714646,0.12665686373714646,-2.165837698420129,-2.165837698420129,-2.165837698420129,0.0,0.0,0.0,5.346262144186729
44,2011-05-07,7.370278711447263,-6.861722260083464,17.890475309477406,7.22222781805892,7.5308950538981145,-2.067274805968089,-2.067274805968089,-2.067274805968089,-0.0003414257149760811,-0.0003414257149760811,-0.0003414257149760811,0.14793361065693497,0.14793361065693497,0.14793361065693497,0.1475921849419589,0.1475921849419589,0.1475921849419589,-2.2148669909100476,-2.2148669909100476,-2.2148669909100476,0.0,0.0,0.0,5.303003905479174
45,2011-05-14,7.355114444024813,-6.941954645188013,18.144352020052327,7.200524284325164,7.517802671651559,-1.9389545139221507,-1.9389545139221507,-1.9389545139221507,-0.007827272234666222,-0.007827272234666222,-0.007827272234666222,0.702449568393358,0.702449568393358,0.702449568393358,0.6946222961586919,0.6946222961586919,0.6946222961586919,-2.6335768100808425,-2.6335768100808425,-2.6335768100808425,0.0,0.0,0.0,5.416159930102662
46,2011-05-21,7.339950176602365,-6.871144128919539,17.270155438148713,7.179175908968446,7.5046220763098574,-2.5487788538844103,-2.5487788538844103,-2.5487788538844103,0.0271075185593667,0.0271075185593667,0.0271075185593667,0.5484289917806624,0.5484289917806624,0.5484289917806624,0.5755365103400291,0.5755365103400291,0.5755365103400291,-3.1243153642244392,-3.1243153642244392,-3.1243153642244392,0.0,0.0,0.0,4.791171322717954
47,2011-05-28,7.324785909179913,-7.797175341129395,15.239538606023046,7.158120845184864,7.49567715721526,-3.2850104514667176,-3.2850104514667176,-3.2850104514667176,-0.0032887325818655674,-0.0032887325818655674,-0.0032887325818655674,0.016948062481290105,0.016948062481290105,0.016948062481290105,0.013659329899424538,0.013659329899424538,0.013659329899424538,-3.298669781366142,-3.298669781366142,-3.298669781366142,0.0,0.0,0.0,4.039775457713196
48,2011-06-04,7.309621641757463,-7.296885073774682,16.742456721022826,7.139981591549511,7.487680806222221,-2.8905523973768688,-2.8905523973768688,-2.8905523973768688,0.020132436765853932,0.020132436765853932,0.020132436765853932,0.3564006181808543,0.3564006181808543,0.3564006181808543,0.37653305494670825,0.37653305494670825,0.37653305494670825,-3.2670854523235775,-3.2670854523235775,-3.2670854523235775,0.0,0.0,0.0,4.419069244380594
49,2011-06-11,7.294457374335014,-8.278719556525871,16.948742801483107,7.12047195258071,7.478967980896989,-2.9474415671310084,-2.9474415671310084,-2.9474415671310084,-0.0006477949537051657,-0.0006477949537051657,-0.0006477949537051657,0.5248704399800063,0.5248704399800063,0.5248704399800063,0.5242226450263011,0.5242226450263011,0.5242226450263011,-3.4716642121573096,-3.4716642121573096,-3.4716642121573096,0.0,0.0,0.0,4.347015807204006
50,2011-06-18,7.279293106912564,-7.984353015039743,15.139731577966007,7.101815124570684,7.469231544180406,-3.9111357927896,-3.9111357927896,-3.9111357927896,-0.012537647452087188,-0.012537647452087188,-0.012537647452087188,0.10699408277519663,0.10699408277519663,0.10699408277519663,0.09445643532310943,0.09445643532310943,0.09445643532310943,-4.005592228112709,-4.005592228112709,-4.005592228112709,0.0,0.0,0.0,3.368157314122964
51,2011-06-25,7.264128839490116,-8.028324314933858,16.196716756864184,7.082733397279641,7.46226266462798,-3.3287410968525992,-3.3287410968525992,-3.3287410968525992,0.010871807567425177,0.010871807567425177,0.010871807567425177,1.06064426097796,1.06064426097796,1.06064426097796,1.0715160685453853,1.0715160685453853,1.0715160685453853,-4.400257165397985,-4.400257165397985,-4.400257165397985,0.0,0.0,0.0,3.935387742637517
52,2011-07-02,7.248964572067666,-8.573412397847834,15.97554740090191,7.065415194050683,7.454396737341208,-3.5246393830807787,-3.5246393830807787,-3.5246393830807787,0.012575241504264225,0.012575241504264225,0.012575241504264225,0.6824509754943322,0.6824509754943322,0.6824509754943322,0.6950262169985965,0.6950262169985965,0.6950262169985965,-4.219665600079375,-4.219665600079375,-4.219665600079375,0.0,0.0,0.0,3.7243251889868874
53,2011-07-09,7.233800304645217,-8.258050595117515,16.216918898698673,7.046503826039641,7.444120557063804,-2.961000044299518,-2.961000044299518,-2.961000044299518,0.020940920809810047,0.020940920809810047,0.020940920809810047,0.6881050279968691,0.6881050279968691,0.6881050279968691,0.7090459488066791,0.7090459488066791,0.7090459488066791,-3.670045993106197,-3.670045993106197,-3.670045993106197,0.0,0.0,0.0,4.272800260345699
54,2011-07-16,7.218636037222765,-7.176517104739952,16.614873483985686,7.0254972615417035,7.433650775828633,-2.5769850589521104,-2.5769850589521104,-2.5769850589521104,-0.013848379743576993,-0.013848379743576993,-0.013848379743576993,0.8117612490091918,0.8117612490091918,0.8117612490091918,0.7979128692656148,0.7979128692656148,0.7979128692656148,-3.374897928217725,-3.374897928217725,-3.374897928217725,0.0,0.0,0.0,4.641650978270655
55,2011-07-23,7.2034717698003154,-8.836948399625683,16.52443491916319,7.001212684147043,7.4268276665877515,-3.2393239955102184,-3.2393239955102184,-3.2393239955102184,-0.011423947492195373,-0.011423947492195373,-0.011423947492195373,0.3559817995339321,0.3559817995339321,0.3559817995339321,0.3445578520417367,0.3445578520417367,0.3445578520417367,-3.583881847551955,-3.583881847551955,-3.583881847551955,0.0,0.0,0.0,3.964147774290097
56,2011-07-30,7.188307502377867,-8.48131922752891,16.357202980664557,6.981102369282707,7.422220450014144,-3.298197674505004,-3.298197674505004,-3.298197674505004,0.00798521695007148,0.00798521695007148,0.00798521695007148,0.559946505999167,0.559946505999167,0.559946505999167,0.5679317229492383,0.5679317229492383,0.5679317229492383,-3.8661293974542423,-3.8661293974542423,-3.8661293974542423,0.0,0.0,0.0,3.8901098278728634
57,2011-08-06,7.173143234955418,-8.649310946721352,17.250324377569793,6.959372588544072,7.410623482468969,-3.2995921390535465,-3.2995921390535465,-3.2995921390535465,-0.02732184928479654,-0.02732184928479654,-0.02732184928479654,0.43168327935808654,0.43168327935808654,0.43168327935808654,0.40436143007328995,0.40436143007328995,0.40436143007328995,-3.7039535691268366,-3.7039535691268366,-3.7039535691268366,0.0,0.0,0.0,3.8735510959018717
58,2011-08-13,7.157978967532968,-8.753662009176702,17.100809133630154,6.936162514860923,7.403456953090078,-3.0068957043526967,-3.0068957043526967,-3.0068957043526967,-0.012751565001275859,-0.012751565001275859,-0.012751565001275859,0.19190957407673992,0.19190957407673992,0.19190957407673992,0.17915800907546406,0.17915800907546406,0.17915800907546406,-3.186053713428161,-3.186053713428161,-3.186053713428161,0.0,0.0,0.0,4.151083263180272
59,2011-08-20,7.1428147001105184,-7.142836818904797,17.720664529957993,6.918039687282205,7.397869985871099,-2.602436029972911,-2.602436029972911,-2.602436029972911,-0.008409018736399803,-0.008409018736399803,-0.008409018736399803,0.257559405129661,0.257559405129661,0.257559405129661,0.2491503863932612,0.2491503863932612,0.2491503863932612,-2.851586416366172,-2.851586416366172,-2.851586416366172,0.0,0.0,0.0,4.540378670137608
60,2011-08-27,7.127650432688068,-7.727627927667759,17.28169477907978,6.898188638799516,7.3904438914537485,-2.800692328533691,-2.800692328533691,-2.800692328533691,-0.005512996607442412,-0.005512996607442412,-0.005512996607442412,0.09401070303605329,0.09401070303605329,0.09401070303605329,0.08849770642861088,0.08849770642861088,0.08849770642861088,-2.889190034962302,-2.889190034962302,-2.889190034962302,0.0,0.0,0.0,4.326958104154377
61,2011-09-03,7.1124861652656195,-8.20254467919538,16.476991740377553,6.875987157611065,7.3827608269676075,-2.7139145847056985,-2.7139145847056985,-2.7139145847056985,-0.012488764675675208,-0.012488764675675208,-0.012488764675675208,0.0992459368916681,0.0992459368916681,0.0992459368916681,0.08675717221599288,0.08675717221599288,0.08675717221599288,-2.800671756921691,-2.800671756921691,-2.800671756921691,0.0,0.0,0.0,4.398571580559921
62,2011-09-10,7.09732189784317,-6.899136206030016,17.3544615561337,6.852381796831523,7.376468410742049,-2.029371510865394,-2.029371510865394,-2.029371510865394,-0.0010372367941342896,-0.0010372367941342896,-0.0010372367941342896,0.005954071553044281,0.005954071553044281,0.005954071553044281,0.004916834758909992,0.004916834758909992,0.004916834758909992,-2.034288345624304,-2.034288345624304,-2.034288345624304,0.0,0.0,0.0,5.067950386977776
63,2011-09-17,7.08215763042072,-5.577444342462908,18.234394238609973,6.831050302810839,7.369958418859511,-0.9834902821494568,-0.9834902821494568,-0.9834902821494568,0.022358740552404183,0.022358740552404183,0.022358740552404183,-0.25591232008156223,-0.25591232008156223,-0.25591232008156223,-0.23355357952915803,-0.23355357952915803,-0.23355357952915803,-0.7499367026202988,-0.7499367026202988,-0.7499367026202988,0.0,0.0,0.0,6.098667348271263
