,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,avg_ndvi,avg_ndvi_lower,avg_ndvi_upper,avg_reanalysis,avg_reanalysis_lower,avg_reanalysis_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
10,2008-07-08,32.91693408705205,-5.704037642449222,49.2156831623629,31.287705731027856,34.885323880029645,-0.0011662575990797808,-0.0011662575990797808,-0.0011662575990797808,0.14655262215737985,0.14655262215737985,0.14655262215737985,0.14538636455830006,0.14538636455830006,0.14538636455830006,-0.32255531802223353,-0.32255531802223353,-0.32255531802223353,-0.4679416825805336,-0.4679416825805336,-0.4679416825805336,0.0,0.0,0.0,22.299401944286075
11,2008-07-15,33.009213065185385,-0.45117507268296164,53.8155304515901,30.857522300727904,36.497189195455306,-0.005024793558228402,-0.005024793558228402,-0.005024793558228402,0.1813032449035584,0.1813032449035584,0.1813032449035584,0.17627845134533,0.17627845134533,0.17627845134533,-0.15741819229604115,-0.15741819229604115,-0.15741819229604115,-0.33369664364137114,-0.33369664364137114,-0.33369664364137114,0.0,0.0,0.0,27.812962415349038
12,2008-07-22,33.101492043318736,8.331997607715977,66.4461596701631,30.38299770663901,37.57241367948048,0.026017437491178144,0.026017437491178144,0.026017437491178144,0.2054475981643593,0.2054475981643593,0.2054475981643593,0.23146503565553744,0.23146503565553744,0.23146503565553744,0.122769701675711,0.122769701675711,0.122769701675711,-0.10869533397982646,-0.10869533397982646,-0.10869533397982646,0.0,0.0,0.0,37.1653523464979
13,2008-07-29,33.19377102145205,12.385277997598454,74.3385281536017,29.890750734772485,38.83945171659817,-0.009996181699699269,-0.009996181699699269,-0.009996181699699269,0.2261427581108069,0.2261427581108069,0.2261427581108069,0.21614657641110763,0.21614657641110763,0.21614657641110763,0.33647322097511134,0.33647322097511134,0.33647322097511134,0.12032664456400377,0.12032664456400377,0.12032664456400377,0.0,0.0,0.0,44.362586073350336
14,2008-08-05,33.2860499995854,17.967145838101946,81.10021688500586,28.91560998902878,39.55760759719234,0.0029152745249973106,0.0029152745249973106,0.0029152745249973106,0.24162101312176784,0.24162101312176784,0.24162101312176784,0.24453628764676516,0.24453628764676516,0.24453628764676516,0.49749883132715034,0.49749883132715034,0.49749883132715034,0.2529625436803852,0.2529625436803852,0.2529625436803852,0.0,0.0,0.0,49.845820973876236
15,2008-08-12,33.37832897771874,17.542566522207107,83.18774622409224,27.997592331470987,40.50709775704338,-0.007400727706747101,-0.007400727706747101,-0.007400727706747101,0.284391010352475,0.284391010352475,0.284391010352475,0.2769902826457279,0.2769902826457279,0.2769902826457279,0.5426862372869148,0.5426862372869148,0.5426862372869148,0.265695954641187,0.265695954641187,0.265695954641187,0.0,0.0,0.0,51.492288737561715
16,2008-08-19,33.47060795585209,16.208262557751866,80.07637538317968,27.339803524567312,41.30234204179849,0.019208145560175267,0.019208145560175267,0.019208145560175267,0.22191749629016438,0.22191749629016438,0.22191749629016438,0.24112564185033966,0.24112564185033966,0.24112564185033966,0.4610617469449847,0.4610617469449847,0.4610617469449847,0.2199361050946451,0.2199361050946451,0.2199361050946451,0.0,0.0,0.0,48.90262493128795
17,2008-08-26,33.562886933985425,15.925926242975686,82.67939065450591,26.255268012134994,42.95182552991913,0.011687633140441083,0.011687633140441083,0.011687633140441083,0.279217220380945,0.279217220380945,0.279217220380945,0.29090485352138606,0.29090485352138606,0.29090485352138606,0.48518120693397654,0.48518120693397654,0.48518120693397654,0.19427635341259047,0.19427635341259047,0.19427635341259047,0.0,0.0,0.0,49.84696892480506
18,2008-09-02,33.65516591211876,13.669210870607522,83.97930900256212,24.82040837420313,44.305483076845505,-0.0009598470899555134,-0.0009598470899555134,-0.0009598470899555134,0.3052586299435208,0.3052586299435208,0.3052586299435208,0.3042987828535653,0.3042987828535653,0.3042987828535653,0.5336723295950628,0.5336723295950628,0.5336723295950628,0.22937354674149754,0.22937354674149754,0.22937354674149754,0.0,0.0,0.0,51.615996707347534
19,2008-09-09,33.74744489025211,21.449310318821645,94.59873881643936,23.451675654631156,45.40709977114716,0.03079508022695084,0.03079508022695084,0.03079508022695084,0.2773632789526138,0.2773632789526138,0.2773632789526138,0.30815835917956463,0.30815835917956463,0.30815835917956463,0.6461297190133589,0.6461297190133589,0.6461297190133589,0.3379713598337942,0.3379713598337942,0.3379713598337942,0.0,0.0,0.0,55.55267197460952
20,2008-09-16,33.83972386838545,25.79245173934697,98.94737578536882,22.60011273479125,46.52672369958472,0.008877742873980802,0.008877742873980802,0.008877742873980802,0.2621005984596605,0.2621005984596605,0.2621005984596605,0.2709783413336413,0.2709783413336413,0.2709783413336413,0.8066415384096342,0.8066415384096342,0.8066415384096342,0.5356631970759929,0.5356631970759929,0.5356631970759929,0.0,0.0,0.0,61.136250788937105
21,2008-09-23,33.932002846518785,29.57763192966287,111.47796455374178,21.64960074450475,48.22832122275686,0.009762423552480106,0.009762423552480106,0.009762423552480106,0.1973419938726156,0.1973419938726156,0.1973419938726156,0.20710441742509572,0.20710441742509572,0.20710441742509572,1.030714307253839,1.030714307253839,1.030714307253839,0.8236098898287434,0.8236098898287434,0.8236098898287434,0.0,0.0,0.0,68.90620365420368
22,2008-09-30,34.024281824652135,37.86275224370425,126.5084552225011,20.131023886350615,50.11465162476132,0.002584055832256991,0.002584055832256991,0.002584055832256991,0.20501644897742619,0.20501644897742619,0.20501644897742619,0.20760050480968317,0.20760050480968317,0.20760050480968317,1.3438818954452216,1.3438818954452216,1.3438818954452216,1.1362813906355385,1.1362813906355385,1.1362813906355385,0.0,0.0,0.0,79.74889817432805
23,2008-10-07,34.11656080278547,39.77033979167085,136.88470201050697,18.885821629124823,51.442283733027175,0.005105401384427105,0.005105401384427105,0.005105401384427105,0.21419992622139714,0.21419992622139714,0.21419992622139714,0.21930532760582425,0.21930532760582425,0.21930532760582425,1.5611677019659405,1.5611677019659405,1.5611677019659405,1.3418623743601161,1.3418623743601161,1.3418623743601161,0.0,0.0,0.0,87.37823363025136
24,2008-10-14,34.20883978091881,37.61985546330109,138.55258989497725,17.824343961038668,52.70596121289393,0.004846147507623139,0.004846147507623139,0.004846147507623139,0.17768159191443872,0.17768159191443872,0.17768159191443872,0.18252773942206185,0.18252773942206185,0.18252773942206185,1.51969882258346,1.51969882258346,1.51969882258346,1.337171083161398,1.337171083161398,1.337171083161398,0.0,0.0,0.0,86.19597331792735
25,2008-10-21,34.30111875905216,25.48625987263526,129.44099980002633,16.795431667217233,54.01806630428075,0.008636013682771036,0.008636013682771036,0.008636013682771036,0.11093970112787374,0.11093970112787374,0.11093970112787374,0.11957571481064477,0.11957571481064477,0.11957571481064477,1.2748289507018888,1.2748289507018888,1.2748289507018888,1.1552532358912442,1.1552532358912442,1.1552532358912442,0.0,0.0,0.0,78.02917799455551
26,2008-10-28,34.393397737185495,21.00867861272499,122.96058457306432,15.035472741790453,55.357843023066486,-0.004122764238810322,-0.004122764238810322,-0.004122764238810322,0.1415944067642281,0.1415944067642281,0.1415944067642281,0.13747164252541777,0.13747164252541777,0.13747164252541777,1.0961272207007586,1.0961272207007586,1.0961272207007586,0.9586555781753409,0.9586555781753409,0.9586555781753409,0.0,0.0,0.0,72.09293720930239
27,2008-11-04,34.48567671531883,22.880997382809436,126.2026369279253,13.106830729990413,57.299950767450774,-0.01092830941473168,-0.01092830941473168,-0.01092830941473168,0.15776250047428034,0.15776250047428034,0.15776250047428034,0.14683419105954865,0.14683419105954865,0.14683419105954865,1.0465226498335423,1.0465226498335423,1.0465226498335423,0.8996884587739936,0.8996884587739936,0.8996884587739936,0.0,0.0,0.0,70.57571849273718
28,2008-11-11,34.57795569345218,19.20146490156132,129.49874123232334,11.498175673867605,58.80756679102157,0.004558539201180997,0.004558539201180997,0.004558539201180997,0.15871102862516778,0.15871102862516778,0.15871102862516778,0.16326956782634877,0.16326956782634877,0.16326956782634877,1.1417568256079038,1.1417568256079038,1.1417568256079038,0.978487257781555,0.978487257781555,0.978487257781555,0.0,0.0,0.0,74.0575726220189
29,2008-11-18,34.67023467158552,22.691370475679456,133.8584104903415,9.586446405301837,61.00052192667649,0.0031143323596988974,0.0031143323596988974,0.0031143323596988974,0.08476894676396667,0.08476894676396667,0.08476894676396667,0.08788327912366556,0.08788327912366556,0.08788327912366556,1.1331585033915017,1.1331585033915017,1.1331585033915017,1.045275224267836,1.045275224267836,1.045275224267836,0.0,0.0,0.0,73.95710590427151
30,2008-11-25,34.762513649718855,11.085867027980006,126.62464838578765,8.476364261497404,63.42250368580426,0.0017265721832956965,0.0017265721832956965,0.0017265721832956965,0.02225231779806137,0.02225231779806137,0.02225231779806137,0.02397888998135707,0.02397888998135707,0.02397888998135707,0.9710173576951151,0.9710173576951151,0.9710173576951151,0.947038467713758,0.947038467713758,0.947038467713758,0.0,0.0,0.0,68.51751780070923
31,2008-12-02,34.854792627852206,7.623591963230453,107.02351571802772,6.885379843937736,66.30884077711154,-0.004704856707241076,-0.004704856707241076,-0.004704856707241076,-0.15960640016421307,-0.15960640016421307,-0.15960640016421307,-0.16431125687145415,-0.16431125687145415,-0.16431125687145415,0.5056357993701134,0.5056357993701134,0.5056357993701134,0.6699470562415676,0.6699470562415676,0.6699470562415676,0.0,0.0,0.0,52.47862356011579
32,2008-12-09,34.94707160598554,-1.5813532910966854,89.68006995402703,5.514352996755208,68.00711505182898,0.007692919882711977,0.007692919882711977,0.007692919882711977,-0.15426015051791672,-0.15426015051791672,-0.15426015051791672,-0.14656723063520474,-0.14656723063520474,-0.14656723063520474,0.19410151072464274,0.19410151072464274,0.19410151072464274,0.3406687413598475,0.3406687413598475,0.3406687413598475,0.0,0.0,0.0,41.7303510001096
33,2008-12-16,35.03935058411889,-9.610288167104144,80.44906352578828,4.41927752521508,70.06812908501993,0.005061525058300088,0.005061525058300088,0.005061525058300088,-0.10851522406339262,-0.10851522406339262,-0.10851522406339262,-0.10345369900509253,-0.10345369900509253,-0.10345369900509253,-0.0010652916036684133,-0.0010652916036684133,-0.0010652916036684133,0.10238840740142412,0.10238840740142412,0.10238840740142412,0.0,0.0,0.0,35.00202345814364
34,2008-12-23,35.13162956225223,-11.500794641031858,66.27051281652032,2.4741046146858467,71.39484535702859,-0.004461476816276814,-0.004461476816276814,-0.004461476816276814,-0.27118780415800936,-0.27118780415800936,-0.27118780415800936,-0.27564928097428615,-0.27564928097428615,-0.27564928097428615,-0.2743038672037918,-0.2743038672037918,-0.2743038672037918,0.0013454137704943712,0.0013454137704943712,0.0013454137704943712,0.0,0.0,0.0,25.494887712155386
35,2009-01-01,35.25027396270938,-10.185615749494888,65.05832591727479,0.39031690944225245,73.5423814771964,0.0204037623374267,0.0204037623374267,0.0204037623374267,-0.27118780415800936,-0.27118780415800936,-0.27118780415800936,-0.25078404182058267,-0.25078404182058267,-0.25078404182058267,-0.2668461480859702,-0.2668461480859702,-0.2668461480859702,-0.016062106265387524,-0.016062106265387524,-0.016062106265387524,0.0,0.0,0.0,25.843874136785214
36,2009-01-08,35.342552940842715,-13.980573281442576,63.857167512310035,-1.0190403076963228,75.28189658635016,0.0024651582549776643,0.0024651582549776643,0.0024651582549776643,-0.27696520299123883,-0.27696520299123883,-0.27696520299123883,-0.27450004473626116,-0.27450004473626116,-0.27450004473626116,-0.3020112321670507,-0.3020112321670507,-0.3020112321670507,-0.027511187430789567,-0.027511187430789567,-0.027511187430789567,0.0,0.0,0.0,24.668704979249586
37,2009-01-15,35.43483191897605,-12.757802754266955,74.36261777181741,-1.9667724560942543,77.72388628511281,-0.0033044362967325856,-0.0033044362967325856,-0.0033044362967325856,-0.13115055524539507,-0.13115055524539507,-0.13115055524539507,-0.13445499154212764,-0.13445499154212764,-0.13445499154212764,-0.19754888198065837,-0.19754888198065837,-0.19754888198065837,-0.06309389043853073,-0.06309389043853073,-0.06309389043853073,0.0,0.0,0.0,28.434720490209788
38,2009-01-22,35.5271108971094,-14.909995315898504,67.7940730167331,-3.2139621471691253,79.73104178308327,-0.005333315222985177,-0.005333315222985177,-0.005333315222985177,-0.163314282990716,-0.163314282990716,-0.163314282990716,-0.16864759821370118,-0.16864759821370118,-0.16864759821370118,-0.28636063991094735,-0.28636063991094735,-0.28636063991094735,-0.11771304169724618,-0.11771304169724618,-0.11771304169724618,0.0,0.0,0.0,25.353544686425966
39,2009-01-29,35.61938987524274,-17.390642178907118,64.59822897598684,-4.605149976840455,82.14075956987976,-0.0020030054326544288,-0.0020030054326544288,-0.0020030054326544288,-0.14921570525720507,-0.14921570525720507,-0.14921570525720507,-0.1512187106898595,-0.1512187106898595,-0.1512187106898595,-0.33995144329254745,-0.33995144329254745,-0.33995144329254745,-0.18873273260268797,-0.18873273260268797,-0.18873273260268797,0.0,0.0,0.0,23.510526877954018
40,2009-02-05,35.711668853376075,-23.126192912981498,57.526371377307335,-6.658952827816236,85.20545650726456,-0.007307755891711314,-0.007307755891711314,-0.007307755891711314,-0.19672834327251768,-0.19672834327251768,-0.19672834327251768,-0.204036099164229,-0.204036099164229,-0.204036099164229,-0.4755284852899443,-0.4755284852899443,-0.4755284852899443,-0.27149238612571536,-0.27149238612571536,-0.27149238612571536,0.0,0.0,0.0,18.729753056354067
41,2009-02-12,35.803947831509426,-23.336286261031002,50.968706841576,-8.67990131902844,86.97658892503586,0.005286528881654723,0.005286528881654723,0.005286528881654723,-0.24316310839593058,-0.24316310839593058,-0.24316310839593058,-0.23787657951427585,-0.23787657951427585,-0.23787657951427585,-0.5821792723701429,-0.5821792723701429,-0.5821792723701429,-0.344302692855867,-0.344302692855867,-0.344302692855867,0.0,0.0,0.0,14.959631534982712
42,2009-02-19,35.89622680964276,-20.70520220672053,44.745742635575176,-10.737794676951465,88.92719770147588,-0.0009237279664415244,-0.0009237279664415244,-0.0009237279664415244,-0.27407650354444313,-0.27407650354444313,-0.27407650354444313,-0.27500023151088465,-0.27500023151088465,-0.27500023151088465,-0.6565229735181377,-0.6565229735181377,-0.6565229735181377,-0.38152274200725306,-0.38152274200725306,-0.38152274200725306,0.0,0.0,0.0,12.329529246494602
43,2009-02-26,35.98850578777611,-21.744941050397188,48.00179361553137,-14.397631585529345,92.01823748845962,0.026938241038822835,0.026938241038822835,0.026938241038822835,-0.29520281264763854,-0.29520281264763854,-0.29520281264763854,-0.26826457160881567,-0.26826457160881567,-0.26826457160881567,-0.6538715412881464,-0.6538715412881464,-0.6538715412881464,-0.3856069696793306,-0.3856069696793306,-0.3856069696793306,0.0,0.0,0.0,12.456646039665568
44,2009-03-05,36.08078476590945,-22.767468467170367,51.36877571701612,-16.91555395087387,93.06847594452353,-0.0036106866106131934,-0.0036106866106131934,-0.0036106866106131934,-0.21048200165647007,-0.21048200165647007,-0.21048200165647007,-0.21409268826708328,-0.21409268826708328,-0.21409268826708328,-0.6057838414071215,-0.6057838414071215,-0.6057838414071215,-0.3916911531400382,-0.3916911531400382,-0.3916911531400382,0.0,0.0,0.0,14.223628369433275
45,2009-03-12,36.173063744042786,-22.604730569783282,37.158828269835254,-18.728329418355017,95.74911520095283,-0.009942941295092007,-0.009942941295092007,-0.009942941295092007,-0.3550894317392768,-0.3550894317392768,-0.3550894317392768,-0.3650323730343688,-0.3650323730343688,-0.3650323730343688,-0.7949573753424142,-0.7949573753424142,-0.7949573753424142,-0.4299250023080453,-0.4299250023080453,-0.4299250023080453,0.0,0.0,0.0,7.417019931984691
46,2009-03-19,36.265342722176136,-23.889711143544606,31.181648504320616,-20.47991415001144,97.59506859954782,-0.0013641617793126014,-0.0013641617793126014,-0.0013641617793126014,-0.41739048615699775,-0.41739048615699775,-0.41739048615699775,-0.41875464793631034,-0.41875464793631034,-0.41875464793631034,-0.9088594387413974,-0.9088594387413974,-0.9088594387413974,-0.49010479080508695,-0.49010479080508695,-0.49010479080508695,0.0,0.0,0.0,3.305243689934712
47,2009-03-26,36.35762170030947,-22.995421213399336,34.532205771664316,-22.194811300721682,99.92746048211559,-0.010720427996159736,-0.010720427996159736,-0.010720427996159736,-0.3182261781129623,-0.3182261781129623,-0.3182261781129623,-0.328946606109122,-0.328946606109122,-0.328946606109122,-0.8648522774762517,-0.8648522774762517,-0.8648522774762517,-0.5359056713671297,-0.5359056713671297,-0.5359056713671297,0.0,0.0,0.0,4.913649769176835
48,2009-04-02,36.449900678442816,-28.027449695732496,26.80140127712537,-24.38310259671492,101.82665845313184,-0.001255216344642077,-0.001255216344642077,-0.001255216344642077,-0.4320064428242863,-0.4320064428242863,-0.4320064428242863,-0.4332616591689284,-0.4332616591689284,-0.4332616591689284,-0.9860891780686375,-0.9860891780686375,-0.9860891780686375,-0.5528275188997092,-0.5528275188997092,-0.5528275188997092,0.0,0.0,0.0,0.5070480777536673
49,2009-04-09,36.54217965657616,-23.36684420433662,35.89393250130527,-26.79517491289658,103.74354616533009,-0.0065657361997322064,-0.0065657361997322064,-0.0065657361997322064,-0.26002104077488886,-0.26002104077488886,-0.26002104077488886,-0.2665867769746211,-0.2665867769746211,-0.2665867769746211,-0.8341785568183704,-0.8341785568183704,-0.8341785568183704,-0.5675917798437493,-0.5675917798437493,-0.5675917798437493,0.0,0.0,0.0,6.059476967655845
50,2009-04-16,36.6344586347095,-23.46492704624606,39.20920746273449,-29.881374502738424,106.48798157310156,-0.011966828043825211,-0.011966828043825211,-0.011966828043825211,-0.18517354566642064,-0.18517354566642064,-0.18517354566642064,-0.19714037371024584,-0.19714037371024584,-0.19714037371024584,-0.8091802631257913,-0.8091802631257913,-0.8091802631257913,-0.6120398894155454,-0.6120398894155454,-0.6120398894155454,0.0,0.0,0.0,6.990577757204351
51,2009-04-23,36.72673761284284,-25.515732245333243,39.1471415572115,-33.05414051763626,109.19902411725297,-0.007722850508214856,-0.007722850508214856,-0.007722850508214856,-0.12877923482290707,-0.12877923482290707,-0.12877923482290707,-0.13650208533112193,-0.13650208533112193,-0.13650208533112193,-0.8147968150518559,-0.8147968150518559,-0.8147968150518559,-0.6782947297207339,-0.6782947297207339,-0.6782947297207339,0.0,0.0,0.0,6.801908778653294
52,2009-04-30,36.81901659097619,-23.15067006699761,37.92996716919931,-36.159586013910214,112.43038501441261,-0.0016174713390973124,-0.0016174713390973124,-0.0016174713390973124,-0.09407172701052562,-0.09407172701052562,-0.09407172701052562,-0.09568919834962293,-0.09568919834962293,-0.09568919834962293,-0.8217086033322123,-0.8217086033322123,-0.8217086033322123,-0.7260194049825894,-0.7260194049825894,-0.7260194049825894,0.0,0.0,0.0,6.564513891939592
53,2009-05-07,36.91129556910951,-23.91388105865588,28.362389994565824,-38.11960497260443,116.16706276807767,-0.010618760323284055,-0.010618760323284055,-0.010618760323284055,-0.20742084259526994,-0.20742084259526994,-0.20742084259526994,-0.21803960291855398,-0.21803960291855398,-0.21803960291855398,-0.9527608540694806,-0.9527608540694806,-0.9527608540694806,-0.7347212511509267,-0.7347212511509267,-0.7347212511509267,0.0,0.0,0.0,1.7436580778736972
54,2009-05-14,37.00357454724285,-24.30959844343021,36.85514345947794,-40.21379831671813,119.33380819135355,-0.005712428929773101,-0.005712428929773101,-0.005712428929773101,-0.1075235809787252,-0.1075235809787252,-0.1075235809787252,-0.1132360099084983,-0.1132360099084983,-0.1132360099084983,-0.8450254984299275,-0.8450254984299275,-0.8450254984299275,-0.7317894885214292,-0.7317894885214292,-0.7317894885214292,0.0,0.0,0.0,5.734610521769983
55,2009-05-21,37.095853525376185,-23.80614827671585,31.628160822979297,-42.27205834520224,122.49749941451873,-0.004572508567632734,-0.004572508567632734,-0.004572508567632734,-0.164133466400617,-0.164133466400617,-0.164133466400617,-0.1687059749682497,-0.1687059749682497,-0.1687059749682497,-0.923988161897411,-0.923988161897411,-0.923988161897411,-0.7552821869291613,-0.7552821869291613,-0.7552821869291613,0.0,0.0,0.0,2.8197240124482517
56,2009-05-28,37.188132503509536,-25.94118569826718,44.89378820703186,-44.336637456763725,124.21909973159158,0.002079998724559762,0.002079998724559762,0.002079998724559762,0.041265995990935535,0.041265995990935535,0.041265995990935535,0.043345994715495294,0.043345994715495294,0.043345994715495294,-0.7536125477850535,-0.7536125477850535,-0.7536125477850535,-0.7969585425005488,-0.7969585425005488,-0.7969585425005488,0.0,0.0,0.0,9.162689220171554
57,2009-06-04,37.28041148164287,-26.579057805318964,46.31458339432567,-46.10510564672898,125.81161660003676,-0.0024516796345881203,-0.0024516796345881203,-0.0024516796345881203,0.06265099457610385,0.06265099457610385,0.06265099457610385,0.06019931494151572,0.06019931494151572,0.06019931494151572,-0.7424203914093794,-0.7424203914093794,-0.7424203914093794,-0.8026197063508952,-0.8026197063508952,-0.8026197063508952,0.0,0.0,0.0,9.602673797538849
58,2009-06-11,37.37269045977621,-27.621090234773575,51.56844484327608,-47.83775504773515,128.4733280199531,-0.008593979117774419,-0.008593979117774419,-0.008593979117774419,0.05790835379151555,0.05790835379151555,0.05790835379151555,0.04931437467374113,0.04931437467374113,0.04931437467374113,-0.6872026482632684,-0.6872026482632684,-0.6872026482632684,-0.7365170229370096,-0.7365170229370096,-0.7365170229370096,0.0,0.0,0.0,11.690078603094612
59,2009-06-18,37.46496943790956,-29.825633335231057,69.69165698522006,-49.47876066747446,131.65376420351618,-0.005409923123595173,-0.005409923123595173,-0.005409923123595173,0.11813989214215652,0.11813989214215652,0.11813989214215652,0.11272996901856135,0.11272996901856135,0.11272996901856135,-0.5177959385390067,-0.5177959385390067,-0.5177959385390067,-0.630525907557568,-0.630525907557568,-0.630525907557568,0.0,0.0,0.0,18.065760425471975
60,2009-06-25,37.557248416042896,-34.582739396472675,83.22878435764581,-51.72798841428637,134.7883285220395,-0.0015336414866002155,-0.0015336414866002155,-0.0015336414866002155,0.13680865104585987,0.13680865104585987,0.13680865104585987,0.13527500955925967,0.13527500955925967,0.13527500955925967,-0.41511498103934164,-0.41511498103934164,-0.41511498103934164,-0.5503899905986013,-0.5503899905986013,-0.5503899905986013,0.0,0.0,0.0,21.966671951927406
61,2009-07-02,37.64952739417623,-39.65727757058484,95.42058528958185,-53.62037207988184,137.14405227711003,-0.0026197873170968077,-0.0026197873170968077,-0.0026197873170968077,0.1700502516830547,0.1700502516830547,0.1700502516830547,0.1674304643659579,0.1674304643659579,0.1674304643659579,-0.3459862580138021,-0.3459862580138021,-0.3459862580138021,-0.51341672237976,-0.51341672237976,-0.51341672237976,0.0,0.0,0.0,24.623308295077063
62,2009-07-09,37.74180637230958,-48.952570097499944,109.99972997980535,-54.702083103527876,139.5890636091879,0.001118352812215651,0.001118352812215651,0.001118352812215651,0.2294626066841652,0.2294626066841652,0.2294626066841652,0.23058095949638086,0.23058095949638086,0.23058095949638086,-0.22801994704197737,-0.22801994704197737,-0.22801994704197737,-0.4586009065383582,-0.4586009065383582,-0.4586009065383582,0.0,0.0,0.0,29.13592168202699
